name,email,telefon,webseite,plz,stadt,straße,lat,lng,beansprucht
Thaler Alexandra Dr.,,0911 40 17 99,https://www.dr-alexandra-thaler.de/,90480,Nürnberg-Zerzabelshof,Valznerweiherstr. 15,"49,4421519","11,1232051",nein
Eisele Joachim Dr.,,0911 40 20 41,https://www.zabo-zahnarzt.de/,90480,Nürnberg-Zerzabelshof,Passauer Str. 15,"49,4461955","11,1218928",nein
Greger Johannes Dr.med.dent.,,0911 40 70 50,https://www.zabozahn.de/,90480,Nürnberg-Zerzabelshof,Zerzabelshofer Hauptstr. 22,"49,4428747","11,1245574",nein
Wißmüller Stefanie Dr.med.dent.,,0911 9 49 35 33,https://www.docsw.de/,90478,Nürnberg-Zerzabelshof,Zerzabelshofstr. 25,"49,4449675","11,1092306",nein
Zahnarztpraxis Dr. Ingrid Fränzel,,0911 52 26 15,https://www.zahnarzt-ziegelstein.de/,90411,Nürnberg-Ziegelstein,Bierweg 5,"49,4845676","11,1059303",nein
Balaci Michael Zahnarztpraxis,,0911 8 14 73 83,,90471,Nürnberg-Zollhaus,Planetenring 3,"49,4150402","11,1073236",nein
Bandorski Elke Dr. Zahnärztin,,0911 8 14 75 42,https://zahnarzt-bandorski.de/,90471,Nürnberg-Zollhaus,Matthäus-Herrmann-Platz 7,"49,4154676","11,1056977",nein
Lorch Volker Dr. Zahnarzt für Kieferorthopädie,info@dr-lorch.de,07022 3 79 79,https://www.dr-lorch.de/,72622,Nürtingen,Heiligkreuzstr. 12,"48,62796","9,33747",nein
Beyer Evelyn Dr. Zahnarztpraxis,info@praxispfluggarten.de,07022 9 79 54 52,https://www.praxispfluggarten.de/,72622,Nürtingen,Steinengrabenstr. 14/4,"48,6242462","9,3398938",nein
Fischer Karsten Zahnarzt,info@zahnarzt-karsten-fischer.de,07022 3 94 14,https://www.zahnarzt-karsten-fischer.de/,72622,Nürtingen,Schillerplatz 6,"48,6261422","9,3397814",nein
Unger Jörg u. Andrea Dres.,info@zahnarzt-nuertingen.de,07022 3 47 74,https://www.zahnarzt-nuertingen.de/,72622,Nürtingen,Holzstr. 10,"48,6263311","9,3444992",nein
Fuchs Arno Dr. Zahnarztpraxis,info@zahnarztpraxis-fuchs.de,07022 3 95 94,https://www.zahnarztpraxis-fuchs.de/,72622,Nürtingen,Marktstr. 6,"48,626338","9,3367271",nein
Hansen Kerstin Zahnarztpraxis,info@zahnarztpraxis-hansen.de,07022 21 12 21,https://www.zahnarztpraxis-hansen.de/,72622,Nürtingen,Kirchheimer Str. 15,"48,6258677","9,3448745",nein
Mhdawi Midhat Dr. Zahnarzt,Info@Zahnarztpraxis-Mhdawi.de,07022 3 25 13,https://www.zahnarztpraxis-mhdawi.de/,72622,Nürtingen,Staufenstr. 6,"48,6157666","9,3507497",nein
Wurster Cristof Zahnarzt,praxis@zahnarzt-in-nuertingen.de,07022 3 48 78,https://www.zahnarzt-in-nuertingen.de/,72622,Nürtingen,Europastr. 1,"48,6276662","9,3415362",nein
Niessner Bernhard Dr.,,07022 3 33 55,,72622,Nürtingen,Ob der Luthereiche 6,"48,6309059","9,3508238",nein
Mattle Philipp,,07022 3 41 44,https://www.mattle.info/,72622,Nürtingen,Kirchstr. 29,"48,6269494","9,3367975",nein
Buchholz Olaf Dr. Fachzahnarzt für Kieferorthopädie,,07022 3 50 25,https://www.kfo-dr-buchholz.de/,72622,Nürtingen,Steinenbergstr. 10,"48,6278204","9,3396558",nein
Gonser Ursula Dr.med.dent.,,07022 9 32 82-0,,72622,Nürtingen,Am Ersberg 13,"48,6211543","9,3471159",nein
Ackermann Franz Dr. Zahnarzt und Oralchirurgie,,07022 5 43 80,,72622,Nürtingen,Denkendorfer Weg 3,"48,6386033","9,3262889",nein
Zahnarztpraxis Dr. Aschenbrenner,info-raidwangen@dr-aschenbrenner.de,07022 4 86 84,https://www.dr-aschenbrenner.de/,72622,Nürtingen,Neckarhäuser Str. 4,"48,6053505","9,3035203",nein
Niedhammer Joachim Dr. Zahnarzt,,07022 6 56 64,,72622,Nürtingen,Oberensinger Str. 7,"48,641016","9,348038",nein
Kaufmann Thomas Dr. Zahnarzt,,07429 5 39 02 92,,72362,Nusplingen,Kirchwiesenstr. 46,"48,1269538","8,8933352",nein
Werner Isabella,info@zahnarztpraxis-nussloch.de,06224 1 09 74,https://www.zahnarztpraxis-nussloch.de/,69226,Nußloch,Massengasse 91,"49,3263365","8,685784",nein
Heil Bernhard Dr. Zahnarzt,,06224 1 69 09,https://dr-heil.jimdofree.com/,69226,Nußloch,Hauptstr. 79,"49,32349","8,6956649",nein
Glinin Ilya Zahnarzt,praxis@zahnarzt-glinin.de,033200 8 54 14,https://www.zahnarzt-glinin.de/,14558,Nuthetal,Nuthestr. 44,"52,3137589","13,123464",nein
Günther-Winkelmann Petra Zahnärztin,info@guewident.de,033200 4 01 10,https://www.guewident.de/,14558,Nuthetal,Zum Springbruch 7,"52,3492763","13,1017656",nein
Martin Julia Dr. Zahnarztpraxis,info@zahnarztpraxis-julia-martin.de,033200 8 37 75,https://www.zahnarztpraxis-julia-martin.de/,14558,Nuthetal,Arthur-Scheunert-Allee 134,"52,3458498","13,1067081",nein
Sommer Christian Zahnärztliche Praxis,nuthetal@sommerundsommer.de,033200 8 53 70,https://www.zahnarztpraxis-sommer.de/,14558,Nuthetal,Zum Springbruch 1C,"52,3493489","13,1033452",nein
Eberhardt Heike Dr.med. dent. Zahnärztin,,06136 76 31 84,https://www.zahnarzt-ober-olm.de/,55270,Ober-Olm,Mittelgasse 13,"49,9366067","8,1910685",nein
North Frank-Ulrich Dr.med.dent.,info@dengler-zahnmedizin.de,06154 20 30,https://www.dengler-zahnmedizin.de/,64372,Ober-Ramstadt,Nieder-Ramstädter Str. 60,"49,8303397","8,738457",nein
Simon Silke Dr.med.dent. u. Simon Jochen Dr.med.dent.,info@zahnaerzte-simon.de,06154 62 36 23,https://www.zahnaerzte-simon.de/,64372,Ober-Ramstadt,Darmstädter Str. 38,"49,8284389","8,7470608",nein
Krause-Ludwig Jacqueline Dr.med.dent.,info@zahnspange-odenwald.de,06154 6 97 84 20,https://www.zahnspange-odenwald.de/,64372,Ober-Ramstadt,Darmstädter Str. 23,"49,8292308","8,7470739",nein
Mangold M. u. Andronache G.,,06154 22 20,,64372,Ober-Ramstadt,Darmstädter Str. 66-68,"49,8264981","8,7481241",nein
Biermeier Siegfried Dr.,,08822 47 14,https://www.zahn-biermeier.de/,82487,Oberammergau,Schnitzlergasse 11,"47,5967699","11,0658723",nein
Biermeier Siegfried Dr.,,08822 61 70,,82487,Oberammergau,Rottstr. 45,"47,6020998","11,0726246",nein
Heußinger Stephan Dr. Zahnarzt,,0911 99 91 76 66,https://www.doktor-heussinger.de/,90522,Oberasbach,Meißener Str. 34,"49,4300744","10,9561781",nein
"Schneider, Praxis für Zahnheilkunde Detlef Dr. Zahnärzte",,0911 60 64 68,https://www.schneiderzahn.de/,90522,Oberasbach,Bergstr. 26,"49,4375185","10,9718472",nein
Eibner Markus Dr. Zahnarzt,,0911 69 27 00,,90522,Oberasbach,Am Rathaus 2-4,"49,4314625","10,9689556",nein
Lang Alexander Dr.med.dent. Zahnarzt,,0911 69 31 35,https://www.dres-lang.de/,90522,Oberasbach,Am Rathaus 3,"49,4313637","10,9694962",nein
Hartl Stefan Dr. Zahnarzt,,0911 69 16 38,https://www.zahnarztpraxis-dr-hartl.de/,90522,Oberasbach,Meisenstr. 1,"49,4271377","10,9786921",nein
Dierig Carsten,,0911 69 90 53,https://www.zahnarzt-carsten-dierig.de/,90522,Oberasbach,Jasminstr. 16,"49,4218066","10,9833615",nein
Michalski Andreas Dr.med.dent. u. Lindinger Birgit,jugend@milchzahnkinder.de,08824 6 77,https://www.milchzahnkinder.de/,82496,Oberau,Erlenweg 2,"47,5600539","11,1399158",nein
Zahnärzte Am Hocheck Julia Velikonja Daniel Sterba Drs.med.dent.,info@zahnaerzte-am-hocheck.de,,https://www.zahnaerzte-am-hocheck.de/,83080,Oberaudorf,Rosenheimer Str. 22,"47,6501834","12,1734873",nein
Atalla Issa,zahnarztpraxis.atalla@gmail.com,06628 10 60,https://www.zahnarztpraxis-atalla.com/,36280,Oberaula,Niederrheinische Str. 12A,"50,8580832","9,469205",nein
Fiedler Wolfgang Dr. Zahnarzt,,07022 6 59 69,,72644,Oberboihingen,Nürtinger Str. 15,"48,6473837","9,365838",nein
"Blankenburg Barbara, Rainer Zahnarztpraxis",,07045 30 59,https://www.dentalfotografie.info/,75038,Oberderdingen,Brettener Str. 6,"49,0623342","8,8014733",nein
Räuchle Luise,,08122 90 17 45,,85445,Oberding-Aufkirchen,Dorfstr. 15,"48,3082762","11,8645521",nein
Maurer Brigitte Zahnärztin,,07305 65 04,,89610,Oberdischingen,Allee 36,"48,3013242","9,8395403",nein
Landenberg Thomas von Dr.med.dent u. Patricia Dr.med.dent.,zahn1-dres-vonlandenberg@gmail.com,02605 8 47 27 89,https://www.doctoresvonlandenberg.de/,56332,Oberfell,Höller Weg 1,"50,2587278","7,4466584",nein
Fackler Helmut Dr. u. Alexander Dr. Zahnarztpraxis,,08372 3 36,https://www.zahnarztpraxis-fackler.de/,87634,Obergünzburg,Unterer Markt 16A,"47,8483852","10,4186934",nein
Arendt Andreas Zahnarzt,,0208 2 20 48,,46045,Oberhausen,Lothringer Str. 133,"51,462916","6,8518026",nein
Wenzel I. Dr. med. stom. (RO) Zahnärztin,,0208 64 14 91,,46149,Oberhausen,Weseler Str. 112,"51,5276485","6,8359858",nein
Grabos Aleksander Zahnarztpraxis,,0208 88 87 87,,46047,Oberhausen,Walter-Flex-Str. 1,"51,4737991","6,8677354",nein
"Schmid Stephan Dr. Fachzahnarzt Privatpraxis, Rudolphi Felix Privatpraxis für Zahnheilkunde",,0208 6 09 07 84,https://www.drstephanschmid.de/,46145,Oberhausen,Robert-Schumann-Weg 2,"51,5348505","6,8630484",nein
Do Quang Chang Dr.,info@kfo-ruhrgebiet.de,0208 62 00 46 40,https://www.kfo-ruhrgebiet.de/,46045,Oberhausen,Düppelstr. 45,"51,4693994","6,8589241",nein
Jsurov-Mersch Sergej Zahnarzt,info@zahnarzt-in-oberhausen.com,0208 85 57 34,https://www.zahnarzt-in-oberhausen.com/,46045,Oberhausen,Helmholtzstr. 112,"51,4699845","6,8581685",nein
Gocke Olaf Zahnarztpraxis,info@zahnarztpraxis-gocke.de,0208 85 35 80,https://www.zahnarztpraxis-gocke.de/,46049,Oberhausen,Concordiastr. 32,"51,4755343","6,8430559",nein
Sentürk Dr.med.dent. Zahnarzt,info@zahnarzt-sentuerk.de,0208 2 99 46 11,https://www.zahnarzt-sentuerk.de/,46045,Oberhausen,Havensteinstr. 52,"51,4691472","6,8552196",nein
Terwelp Jochen Dr.med.dent. Zahnarzt,praxis@dr-terwelp.de,0208 2 29 72,https://www.dr-terwelp.de/,46045,Oberhausen,Goebenstr. 73,"51,4698873","6,8513703",nein
Dinh Melinda Mai,rezeption@zahnarztpraxis-hartwig.de,0208 29 29 70,https://zahnarztpraxis-hartwig.de/,46045,Oberhausen,Helmholtzstr. 28,"51,4704037","6,8511456",nein
Engelbert Peronei Dr. und Kollegen,info@kfo-engelbert.de,0208 85 54 00,https://kfo-engelbert.de/,46045,Oberhausen,Marktstr. 190,"51,468583","6,863438",nein
Biedron Shadi Zahnarztpraxis,,0208 2 49 86,https://www.biedron.de/,46045,Oberhausen,Altmarkt 1,"51,46838","6,8496332",nein
Lapsien Jürgen Dr. Oralchirurg/Zahnarzt,,0208 2 52 12,https://www.praxis-dr-lapsien.de/,46045,Oberhausen,Marktstr. 65,"51,4688312","6,8535747",nein
Lönborg-Eichhorn L. Zahnarztpraxis,,0208 2 72 12,,46045,Oberhausen,Marktstr. 37,"51,4689956","6,8508964",nein
Aria Issa Zahnarztpraxis,,0208 62 01 73 22,,46045,Oberhausen,Marktstr. 71,"51,4687942","6,8540682",nein
An der Parkstraße Dr. Djordje Todorovic Kieferorthopädische Zahnarztpraxis,info@kfoanderparkstrasse46.de,0208 66 13 73,https://www.kfoanderparkstrasse46.de/,46145,Oberhausen,Parkstr. 46,"51,5192119","6,8427073",nein
Mamina Iulian-Ioan,praxis.mamina@gmx.de,0208 80 45 45,https://zahnarzt-oberhausen.net/,46045,Oberhausen,Grenzstr. 123,"51,4643703","6,8554774",nein
Kornetzky Anna-Christine,info@zahn-arzt-oberhausen.de,0208 86 18 14,https://www.zahn-arzt-oberhausen.de/,46047,Oberhausen-Bermensfeld,Bermensfeld 112,"51,4755205","6,887549",nein
Sena-Schulze Joanna Zahnärztin,praxis@dr-sena-schulze.de,0208 87 80 80,https://www.dr-sena-schulze.de/,46047,Oberhausen-Bermensfeld,Mellinghofer Str. 228,"51,47071","6,88657",nein
Müller Werner Zahnarzt,,0208 86 10 86,,46117,Oberhausen-Borbeck,Einbleckstr. 41,"51,4917531","6,9113352",nein
Puiareu Ileana Dr.med.stom.(RO),drileanapuiareu@web.de,0208 65 05 78,,46149,Oberhausen-Buschhausen,Lindnerstr. 259,"51,4946898","6,8229646",nein
Dopmeyer Michael Dr. Zahnarzt,zahnarzt-dr.m.dopmeyer@t-online.de,0208 65 45 40,https://zahnarzt-dr-dopmeyer.de/,46149,Oberhausen-Buschhausen,Alemannenstr. 4,"51,5006427","6,8366254",nein
"Penzel, Dr. med. dent. Berit",info@drpenzel.de,0208 88 42 16 56,https://www.drpenzel.de/,46147,Oberhausen-Holten,Burgstr. 2-8,"51,5251953","6,7890164",nein
Franke Karen Dr.,info@zahnarztpraxis-franke.de,0208 68 66 36,https://www.zahnarztpraxis-franke.de/,46147,Oberhausen-Holten,Bahnstr. 221,"51,5252381","6,7902946",nein
Rosenke Susanne Dr.,,0208 60 07 37,https://www.dr-s-rosenke.de/,46119,Oberhausen-Klosterhardt-Süd,Elpenbachstr. 68,"51,5215959","6,8755271",nein
Gutjahr Manuela-Sofia Zahnärztin,info@zaek-nr.de,0208 2 99 68 06,https://www.zahnarzt-gutjahr.de/,46049,Oberhausen-Lirich-Nord,Wilmsstr. 45,"51,4801603","6,8367877",nein
Williams Tahmina,info@williams-zahnheilkunde.de,0208 86 32 21,https://williams-zahnheilkunde.de/,46047,Oberhausen-Marienkirche,Virchowstr. 157,"51,4744371","6,8753453",nein
"Zahnärzte am CentrO - de Werth, Tietze, Sekula",info@z-a-c.eu,0208 29 28 27,https://www.zahnaerzte-am-centro.de/,46047,Oberhausen-Neue Mitte,Centroallee 271,"51,4883068","6,879628",nein
Zahnarztpraxis Dr. Peter Große-Segerath,info@zahnarzt-grosse-segerath.de,0208 89 01 90,https://www.zahnarzt-grosse-segerath.de/,46117,Oberhausen-Osterfeld-Ost,Völklinger Str. 3,"51,5020509","6,8875071",nein
Kalka-Gebala Regina Zahnarztpraxis,,0208 6 07 05 45,,46117,Oberhausen-Osterfeld-Ost,Westfälische Str. 2A,"51,50319","6,88565",nein
Bell Wladimir Zahnarzt,,0208 60 80 48,,46119,Oberhausen-Osterfeld-Ost,Rothebuschstr. 173,"51,51834","6,8888172",nein
Hans-J. Lohmann Zahnarzt,,0208 89 05 27,,46117,Oberhausen-Osterfeld-Ost,Westfälische Str. 1,"51,5034237","6,8856776",nein
Marcel Ney Zahnarztpraxis,info@zahnarzt-ney.de,0208 89 29 17,https://www.zahnarzt-ney.de/,46117,Oberhausen-Osterfeld-West,Bottroper Str. 131,"51,5002289","6,8831001",nein
Sanus-Dens Zahnarztpraxis Dr. Lech-KaufkaKollegen,,07254 95 00 50,https://sanus-dens.de/,68794,Oberhausen-Rheinhausen,Herderstr. 4,"49,2535818","8,4956141",nein
Rahn-Heins Birgit Zahnärztin,info@rahn-heins.de,0208 9 60 23 80,https://www.rahn-heins.de/,46147,Oberhausen-Schmachtendorf,Schmachtendorfer Str. 159,"51,5434936","6,8199293",nein
Lakes Peter Dr. Zahnarzt,info@zahnarztpraxis-oberhausen.de,0208 68 00 41,https://www.zahnarztpraxis-oberhausen.de/,46147,Oberhausen-Schmachtendorf,Schmachtendorfer Str. 166,"51,5441158","6,8207825",nein
Meyer Michael Dr. Zahnarzt,,0208 68 72 95,https://www.dr-cursiefen.de/,46147,Oberhausen-Schmachtendorf,Schmachtendorfer Str. 45,"51,5363061","6,8143291",nein
Zahnarztpraxis Schwarze Heide,info@dr-rashidi.de,0208 63 22 32,https://zahnarztpraxis-schwarzeheide.de/,46149,Oberhausen-Schwarze Heide,Neumühler Str. 59,"51,5104846","6,8363199",nein
Wagner Kai Dr. Zahnarzt,info@zahnarzt-sterkrade.de,0208 63 23 19,https://www.zahnarzt-sterkrade.de/,46149,Oberhausen-Schwarze Heide,Heidstr. 11,"51,5126799","6,8420183",nein
Radakovic Ivana Dr. Zahnärztin,info@dr-radakovic.de,0208 64 01 64,https://www.dr-radakovic.de/,46149,Oberhausen-Sterkrade-Mitte,Weseler Str. 21,"51,5239461","6,8440758",nein
Petermöller Simone & Zuk Sergej Zahnarztpraxis,info@oberhausen-zahnarztpraxis.com,0208 66 82 02,https://oberhausen-zahnarztpraxis.com/,46145,Oberhausen-Sterkrade-Mitte,Tirpitzstr. 12,"51,5181818","6,8478944",nein
Olivier Winand Dr.med.dent. Zahnarzt,info@praxis-olivier.de,0208 60 05 32,https://www.praxis-olivier.de/,46119,Oberhausen-Sterkrade-Mitte,Dorstener Str. 380,"51,527733","6,8703569",nein
Hüttermann Thorsten Dr. Zahnarzt,info@umweltzahnarzt.de,0208 6 07 04 25-0,https://www.umweltzahnarzt.de/,46145,Oberhausen-Sterkrade-Mitte,Bahnhofstr. 82,"51,5161115","6,8536607",nein
Ghajar Khosravi Ariaan Zahnarztpraxis,,0208 6 35 09 00,,46145,Oberhausen-Sterkrade-Mitte,Finanzstr. 8,"51,5158795","6,8470846",nein
"Schwitala Dominik, Appelt Jürgen Dr. med. Praxis für Zahnheilkunde",info@ouzo-ev.de,0208 67 39 93,https://www.zahnarzt-dr-appelt.de/,46145,Oberhausen-Sterkrade-Nord,Königshardter Str. 73,"51,5450432","6,8521877",nein
Wendelborn Wolfgang Zahnarztpraxis,wendelborn-w@t-online.de,0208 6 25 68 33,,46145,Oberhausen-Sterkrade-Nord,Königshardter Str. 156A,"51,5490817","6,8546533",nein
Niermann Mechthild Dr. Zahnärztin,,0208 62 77 50,,46145,Oberhausen-Sterkrade-Nord,Königshardter Str. 103,"51,5473862","6,8531196",nein
Hesse Jürgen Zahnarztpraxis,,0208 67 04 97,,46145,Oberhausen-Sterkrade-Nord,Hartmannstr. 106,"51,5474394","6,8544493",nein
Schossau Zahnarzt,,0208 67 26 97,,46147,Oberhausen-Sterkrade-Nord,Neukölner Str. 125,"51,5537631","6,8291301",nein
Malert Joachim Dr. Zahnarzt,,0208 67 50 18,,46147,Oberhausen-Sterkrade-Nord,Immenstr. 21,"51,556455","6,8479891",nein
Cwaigart Gregor Zahnarztpraxis,,0208 68 57 79,https://www.zahnarztpraxis-schmachtendorf.de/,46147,Oberhausen-Sterkrade-Nord,Dudelerstr. 21,"51,543181","6,8166309",nein
"Mader Susanne Dr., Roth Anke Dr. Gemeinschaftspraxis für Kieferorthopädie",,0208 88 42 24 55,https://www.kfo-oberhausen.de/,46147,Oberhausen-Sterkrade-Nord,Höhenweg 8,"51,5483872","6,8531268",nein
Dr. Pottbrock - Kieferorthopäde in Oberhausen,dominik@pottbrock.de,0208 6 35 97 30,https://pottbrock.de/standorte/kieferorthopaedie-oberhausen,46047,Oberhausen-Sterkrade-Nord,Centroallee 277,"51,4878517","6,8782321",nein
Kmitta Mirco Dr. med. dent.,kmitta@gmx.de,07802 9 28 30,https://www.dr-kmitta.de/,77704,Oberkirch,Schwarzwaldstr. 9,"48,5326055","8,0807785",nein
Munz Inka Dr.,,07802 17 50,https://www.praxis-dr-munz.de/,77704,Oberkirch,Franz-Schubert-Str. 18,"48,5343485","8,0800891",nein
Kammann Michael,,07802 33 02,,77704,Oberkirch,Südring 6,"48,5296547","8,0788369",nein
"Huber Stephan Dr.med.dent., Siebert-Huber Sabine Dr.med.dent. Zahnärzte",,07802 64 62,https://www.augenarzt-huber.de/,77704,Oberkirch,Hauptstr. 68,"48,5329296","8,0754028",nein
Klemen Jörg Dr.med.dent. Zahnarzt,dr.klemen@zahnprofi-le.de,07364 74 11,https://www.zahnprofi-le.de/,73447,Oberkochen,Heidenheimer Str. 9,"48,7832072","10,1053696",nein
"Blatter Dr., Duchon Zahnärzte",,09286 95 04-0,https://www.weisswerk-zahnaerzte.de/,95145,Oberkotzau,Baugenossenschaftsstr. 4,"50,2622191","11,9248298",nein
Arndt Andrea Dr. med. Zahnärztin,,033055 7 37 73,,16727,Oberkrämer,Mühlenweg 105,"52,7278797","13,0695366",nein
Türke Heidrun Dipl.-Stom. Zahnarztpraxis,,03304 56 21 43,,16727,Oberkrämer,Lindenallee 48,"52,7202645","13,0988251",nein
Fuchs Thomas Herbert Zahnarztpraxis,,03723 4 32 41,,9353,Oberlungwitz,Poststr. 3B,"50,7883524","12,7224978",nein
Eckert Andre' Zahnarzt,,0911 76 34 60,,90587,Obermichelbach,Pfefferloh 3,"49,5297685","10,9074096",nein
Buchholz Daniela,zahnarztpraxis-dbuchholz@gmx.de,06362 12 38,,67823,Obermoschel,Luitpoldstr. 32,"49,722976","7,774966",nein
"Leybach Achim Dr., Rhein Achim Dr. Zahnärzte",,09332 5 91 17 70,https://www.rhein-leybach.de/,97342,Obernbreit,Kirchgasse 16,"49,6575051","10,1652647",nein
Dietrich Ludwig Dr. med. dent.,,06022 12 85,,63785,Obernburg,Römerstr. 103,"49,8460347","9,1504971",nein
Arto Lehtinen Zahnarztpraxis - Kieferorthopädie,info@lehtinen-praxis.de,07423 95 75 50,https://www.lehtinen-praxis.de/,78727,Oberndorf am Neckar,Lindenstr. 4,"48,2902034","8,5677002",nein
Erfle Matthias Dr. Zahnarzt,info@zahnarzt-oberndorf.de,07423 26 77,https://www.zahnarzt-oberndorf.de/,78727,Oberndorf am Neckar,Brandeckerstr. 8,"48,2893759","8,5734644",nein
Keller Kim Dr.med.dent. Zahnarzt,zahnarztpraxiskimkeller@gmail.com,07423 40 88,https://www.zahnarztpraxis-kim-keller.de/,78727,Oberndorf am Neckar,Tuchbergstr. 2,"48,2907822","8,5688025",nein
Steffensmeier Michael Zahnarzt,,07423 24 65,,78727,Oberndorf am Neckar,Talstr. 18,"48,2922815","8,573874",nein
Lewandowski Sergej Zahnarzt,info@sldent.de,07423 26 79,https://www.sldent.de/,78727,Oberndorf am Neckar,Wehrstr. 7,"48,3144996","8,5708451",nein
"Fiederling Thomas Dr.med.dent., Nicola Dr.med.dent. Zahnärzte",praxis@fiederling.com,07423 26 10,https://www.fiederling.com/,78727,Oberndorf am Neckar,Steinbeisstr. 4/3,"48,2957613","8,5535023",nein
Goldbach Colin,,05724 16 30,,31683,Obernkirchen,Bergamtstr. 6A,"52,2699605","9,1292226",nein
Larsen P. E. Mark Zahnarzt,,05724 32 32,https://www.stift-zahn.de/,31683,Obernkirchen,Bergamtstr. 12,"52,2691519","9,1275297",nein
"Hesse Eberhard, Elisabeth Zahnärzte",,05724 84 77,https://www.obernkirchen.de/,31683,Obernkirchen,Vehlener Str. 1,"52,2703994","9,1257227",nein
Knickrehm Thomas Dr.med.dent. Zahnarzt,,05724 91 30 91,https://www.dr-knickrehm.de/,31683,Obernkirchen,Sülbecker Weg 20,"52,274858","9,1343902",nein
Luger Rainer Dr. Zahnarzt,,08591 6 66,https://www.zahnarzt-obernzell.de/,94130,Obernzell,Jochensteiner Str. 9,"48,5529747","13,64661",nein
Herfurtner E. Dr. Zahnärztin,,,,94130,Obernzell,Jägerzeile 2,"48,5552788","13,6432328",nein
Dörner Zahnmedizin - Dr. Silke Dörner & Martin Dörner Zahnärzte,,08344 5 47,https://www.doerner-zahnmedizin.de/,86869,Oberostendorf,Kirchstr. 7,"47,9433993","10,741666",nein
Preiss Susanne Praxis für Zahnheilkunde,,08231 91 70 65,https://www.zahnheilkunde-preiss.de/,86507,Oberottmarshausen,Königsbrunner Str. 11A,"48,2378315","10,8610715",nein
Jubitz Nicola Dr.med.dent.,kontakt@zahnarzt-oberpframmern.de,08093 90 60 20,https://www.zahnarzt-oberpframmern.de/,85667,Oberpframmern,Soiherweg 8,"48,0202106","11,8208891",nein
Agnes Blickling-Motz,agnes.blickling.praxis@t-online.de,089 3 15 17 30,,85764,Oberschleißheim,Am Stutenanger 6,"48,2556395","11,5517552",nein
Krausenecker Christian Dr.,info@dr-krausenecker.de,089 3 15 17 85,https://www.dr-krausenecker.de/,85764,Oberschleißheim,Eigenheimstr. 10A,"48,2527445","11,5594771",nein
Obergfell Mark,,089 3 15 41 44,https://www.deutschegesundheitsauskunft.com/club/index/dlnr_1092132.html,85764,Oberschleißheim,Feierabendstr. 51,"48,2575559","11,5569409",nein
Martini Walter Robert,info@zahnarzt-oberschneiding.de,09426 8 52 88 44,https://www.zahnarzt-oberschneiding.de/,94363,Oberschneiding,Straubinger Str. 1,"48,7970544","12,6418944",nein
Liebscher Uwe Zahnarztpraxis,,037321 55 99,,9600,Oberschöna,An der Hauptstr. 23,"50,9009039","13,2465839",nein
Jentzsch Birger,zahnarzt-jentzsch@t-online.de,08847 13 40,https://www.zahnarzt-jentzsch.de/,82395,Obersöchering,Alpenstr. 33,"47,7418281","11,2181601",nein
Eckstein Walter Dr. Zahnarzt,,07973 66 99,,74423,Obersontheim,Crailsheimer Str. 8,"49,0570776","9,9032544",nein
Holinca Bernd Zahnarztpraxis,,,,89613,Oberstadion,Kirchplatz 21,"48,18541","9,69132",nein
Buckenhofer Jürgen Dr.med.dent. Zahnarzt,,08322 23 04,https://www.dr-buckenhofer.de/,87561,Oberstdorf,Trettachstr. 16,"47,4105486","10,282337",nein
Klotz Christoph Dr. M. Sc.Implantol. u. Parodontol. M.Sc.Gesund.wiss.(MPH) Zahnarzt,,08322 26 44,https://www.pfz-klotz.de/,87561,Oberstdorf,Sonnenstr. 1,"47,4076124","10,2772258",nein
"Berktold Lisa, Fritz Sabina Dr. Zahnärzte",,08322 47 23,https://www.zahnheilkunde-oberstdorf.de/,87561,Oberstdorf,Weststr. 16,"47,4088836","10,2753519",nein
Moseschvili Michael Dr. Zahnarzt,,08322 55 42,https://www.zahnarzt-moseschvili.de/,87561,Oberstdorf,Nebelhornstr. 45,"47,4069601","10,2838017",nein
Liebstein Peter Dr. Zahnarzt,,08322 76 00,https://www.oberstdorf-zahnarzt.de/,87561,Oberstdorf,Bienengasse 1,"47,4094708","10,2723731",nein
"Streib Tiana Dr.med.dent., Steffen Dr.med.dent. Zahnärzte",info@praxis-streib.de,07130 45 30 13,https://www.praxis-streib.de/,74182,Obersulm-Affaltrach,Hangstr. 4,"49,1325973","9,3705889",nein
Matzer G. Dr.med.dent. Praktischer Zahnarzt,kontakt@zahnarzt-dr-matzer.de,07130 60 71,https://www.zahnarzt-dr-matzer.de/,74182,Obersulm-Affaltrach,Maybachstr. 15,"49,1360019","9,3742803",nein
Geist S.,,07130 18 91,,74182,Obersulm-Eschenau,Falternstr. 28,"49,1385451","9,4084289",nein
Dilling Jolanta Dr.med.dent. Zahnärztin,zahnarztpraxis-dilling@t-online.de,07134 1 31 30,https://www.dilling-zahnarzt.de/,74182,Obersulm-Willsbach,Weinsberger Str. 1/3,"49,1363081","9,3557614",nein
Schinn Christopher Zahnarzt- Praxis,Zahnarzt-Schinn@web.de,07546 9 11 11,https://zahnsmile.de/,88094,Oberteuringen,Eugen-Bolz-Str. 12,"47,7247199","9,46641",nein
Lorenz Annette Dr.med.dent. u. Alexander,info@zahnaerzte-lorenz.de,06854 80 39 30,https://www.zahnaerzte-lorenz.de/,66649,Oberthal,Im Brühl 1,"49,5099913","7,0900883",nein
